complaint_id,text,category,priority,sentiment,resolution_time
151778,package delayed beyond deadline,Shipping,High,Frustrated,24
765673,package delayed beyond deadline,Shipping,High,Frustrated,18
218535,package delayed beyond deadline,Shipping,High,Frustrated,1
303548,package delayed beyond deadline,Shipping,High,Frustrated,27
601317,package delayed beyond deadline,Shipping,High,Frustrated,10
745457,package delayed beyond deadline,Shipping,High,Frustrated,20
762161,package delayed beyond deadline,Shipping,High,Frustrated,17
139863,package delayed beyond deadline,Shipping,High,Frustrated,37
782763,package delayed beyond deadline,Shipping,High,Frustrated,6
660731,package delayed beyond deadline,Shipping,High,Frustrated,10
968026,package delayed beyond deadline,Shipping,High,Frustrated,36
996504,package delayed beyond deadline,Shipping,High,Frustrated,38
689472,package delayed beyond deadline,Shipping,High,Frustrated,30
926620,package delayed beyond deadline,Shipping,High,Frustrated,24
383927,package delayed beyond deadline,Shipping,High,Frustrated,30
897425,package delayed beyond deadline,Shipping,High,Frustrated,12
824061,package delayed beyond deadline,Shipping,High,Frustrated,20
670841,package delayed beyond deadline,Shipping,High,Frustrated,8
532863,package delayed beyond deadline,Shipping,High,Frustrated,16
420826,package delayed beyond deadline,Shipping,High,Frustrated,30
786886,package delayed beyond deadline,Shipping,High,Frustrated,28
153450,package delayed beyond deadline,Shipping,High,Frustrated,48
809659,package delayed beyond deadline,Shipping,High,Frustrated,2
764043,package delayed beyond deadline,Shipping,High,Frustrated,46
649320,package delayed beyond deadline,Shipping,High,Frustrated,33
513998,package delayed beyond deadline,Shipping,High,Frustrated,31
385079,package delayed beyond deadline,Shipping,High,Frustrated,34
474168,package delayed beyond deadline,Shipping,High,Frustrated,19
372302,package delayed beyond deadline,Shipping,High,Frustrated,40
412970,package delayed beyond deadline,Shipping,High,Frustrated,20
179613,package delayed beyond deadline,Shipping,High,Frustrated,12
945133,package delayed beyond deadline,Shipping,High,Frustrated,42
158137,package delayed beyond deadline,Shipping,High,Frustrated,10
269825,package delayed beyond deadline,Shipping,High,Frustrated,20
947724,package delayed beyond deadline,Shipping,High,Frustrated,42
930938,package delayed beyond deadline,Shipping,High,Frustrated,40
277135,package delayed beyond deadline,Shipping,High,Frustrated,40
314788,package delayed beyond deadline,Shipping,High,Frustrated,22
585461,package delayed beyond deadline,Shipping,High,Frustrated,47
128995,package delayed beyond deadline,Shipping,High,Frustrated,47
323883,package delayed beyond deadline,Shipping,High,Frustrated,20
781179,package delayed beyond deadline,Shipping,High,Frustrated,40
254753,package delayed beyond deadline,Shipping,High,Frustrated,8
244813,package delayed beyond deadline,Shipping,High,Frustrated,47
951735,package delayed beyond deadline,Shipping,High,Frustrated,24
373561,package delayed beyond deadline,Shipping,High,Frustrated,48
170762,package delayed beyond deadline,Shipping,High,Frustrated,22
893007,package delayed beyond deadline,Shipping,High,Frustrated,43
447295,package delayed beyond deadline,Shipping,High,Frustrated,14
256881,package delayed beyond deadline,Shipping,High,Frustrated,5
395887,package delayed beyond deadline,Shipping,High,Frustrated,31
572476,package delayed beyond deadline,Shipping,High,Frustrated,47
758116,package delayed beyond deadline,Shipping,High,Frustrated,25
472853,package delayed beyond deadline,Shipping,High,Frustrated,30
252160,package delayed beyond deadline,Shipping,High,Frustrated,1
861042,package delayed beyond deadline,Shipping,High,Frustrated,22
580755,package delayed beyond deadline,Shipping,High,Frustrated,5
499495,package delayed beyond deadline,Shipping,High,Frustrated,26
333300,package delayed beyond deadline,Shipping,High,Frustrated,42
966202,package delayed beyond deadline,Shipping,High,Frustrated,32
641977,package delayed beyond deadline,Shipping,High,Frustrated,26
766026,package delayed beyond deadline,Shipping,High,Frustrated,40
908184,package delayed beyond deadline,Shipping,High,Frustrated,5
178814,package delayed beyond deadline,Shipping,High,Frustrated,15
844931,package delayed beyond deadline,Shipping,High,Frustrated,23
495679,package delayed beyond deadline,Shipping,High,Frustrated,11
564657,package delayed beyond deadline,Shipping,High,Frustrated,42
712153,package delayed beyond deadline,Shipping,High,Frustrated,37
340076,package delayed beyond deadline,Shipping,High,Frustrated,21
271949,package delayed beyond deadline,Shipping,High,Frustrated,3
125741,package delayed beyond deadline,Shipping,High,Frustrated,47
988035,package delayed beyond deadline,Shipping,High,Frustrated,11
883847,package delayed beyond deadline,Shipping,High,Frustrated,12
834547,package delayed beyond deadline,Shipping,High,Frustrated,7
874469,package delayed beyond deadline,Shipping,High,Frustrated,37
912770,package delayed beyond deadline,Shipping,High,Frustrated,35
533392,package delayed beyond deadline,Shipping,High,Frustrated,47
633614,package delayed beyond deadline,Shipping,High,Frustrated,46
275734,package delayed beyond deadline,Shipping,High,Frustrated,42
511202,package delayed beyond deadline,Shipping,High,Frustrated,12
507168,package delayed beyond deadline,Shipping,High,Frustrated,11
554652,package delayed beyond deadline,Shipping,High,Frustrated,36
256972,package delayed beyond deadline,Shipping,High,Frustrated,33
457516,package delayed beyond deadline,Shipping,High,Frustrated,40
697590,package delayed beyond deadline,Shipping,High,Frustrated,42
746641,package delayed beyond deadline,Shipping,High,Frustrated,26
769189,package delayed beyond deadline,Shipping,High,Frustrated,44
199454,package delayed beyond deadline,Shipping,High,Frustrated,27
286073,package delayed beyond deadline,Shipping,High,Frustrated,21
512620,package delayed beyond deadline,Shipping,High,Frustrated,12
696113,package delayed beyond deadline,Shipping,High,Frustrated,24
911944,package delayed beyond deadline,Shipping,High,Frustrated,13
759718,package delayed beyond deadline,Shipping,High,Frustrated,40
200804,package delayed beyond deadline,Shipping,High,Frustrated,1
111026,package delayed beyond deadline,Shipping,High,Frustrated,38
734813,courier service is very slow,Shipping,Medium,Sad,31
475773,courier service is very slow,Shipping,Medium,Sad,40
907190,courier service is very slow,Shipping,Medium,Sad,32
268253,courier service is very slow,Shipping,Medium,Sad,8
657181,courier service is very slow,Shipping,Medium,Sad,19
387690,courier service is very slow,Shipping,Medium,Sad,4
131693,courier service is very slow,Shipping,Medium,Sad,6
364855,courier service is very slow,Shipping,Medium,Sad,30
686280,courier service is very slow,Shipping,Medium,Sad,16
526346,courier service is very slow,Shipping,Medium,Sad,42
694263,courier service is very slow,Shipping,Medium,Sad,22
801916,courier service is very slow,Shipping,Medium,Sad,9
347669,courier service is very slow,Shipping,Medium,Sad,7
434031,courier service is very slow,Shipping,Medium,Sad,12
126166,courier service is very slow,Shipping,Medium,Sad,36
768991,courier service is very slow,Shipping,Medium,Sad,18
512611,courier service is very slow,Shipping,Medium,Sad,5
912893,courier service is very slow,Shipping,Medium,Sad,34
426106,courier service is very slow,Shipping,Medium,Sad,24
695644,courier service is very slow,Shipping,Medium,Sad,33
350149,courier service is very slow,Shipping,Medium,Sad,39
936083,courier service is very slow,Shipping,Medium,Sad,26
469524,courier service is very slow,Shipping,Medium,Sad,16
972845,courier service is very slow,Shipping,Medium,Sad,36
761483,courier service is very slow,Shipping,Medium,Sad,32
830429,courier service is very slow,Shipping,Medium,Sad,3
213570,courier service is very slow,Shipping,Medium,Sad,6
478463,courier service is very slow,Shipping,Medium,Sad,29
291146,courier service is very slow,Shipping,Medium,Sad,25
653924,courier service is very slow,Shipping,Medium,Sad,31
838275,courier service is very slow,Shipping,Medium,Sad,29
419874,courier service is very slow,Shipping,Medium,Sad,4
536944,courier service is very slow,Shipping,Medium,Sad,22
363746,courier service is very slow,Shipping,Medium,Sad,34
823948,courier service is very slow,Shipping,Medium,Sad,37
441918,courier service is very slow,Shipping,Medium,Sad,17
815921,courier service is very slow,Shipping,Medium,Sad,24
479901,courier service is very slow,Shipping,Medium,Sad,19
623546,courier service is very slow,Shipping,Medium,Sad,27
420297,courier service is very slow,Shipping,Medium,Sad,20
160950,courier service is very slow,Shipping,Medium,Sad,45
411233,courier service is very slow,Shipping,Medium,Sad,42
787738,courier service is very slow,Shipping,Medium,Sad,33
254584,courier service is very slow,Shipping,Medium,Sad,35
463333,courier service is very slow,Shipping,Medium,Sad,40
651731,courier service is very slow,Shipping,Medium,Sad,32
207160,courier service is very slow,Shipping,Medium,Sad,22
433309,courier service is very slow,Shipping,Medium,Sad,30
118731,courier service is very slow,Shipping,Medium,Sad,16
428929,courier service is very slow,Shipping,Medium,Sad,11
657865,courier service is very slow,Shipping,Medium,Sad,1
124673,courier service is very slow,Shipping,Medium,Sad,8
914183,courier service is very slow,Shipping,Medium,Sad,36
712669,courier service is very slow,Shipping,Medium,Sad,37
558592,courier service is very slow,Shipping,Medium,Sad,8
413414,courier service is very slow,Shipping,Medium,Sad,17
606156,courier service is very slow,Shipping,Medium,Sad,5
746131,courier service is very slow,Shipping,Medium,Sad,45
741500,courier service is very slow,Shipping,Medium,Sad,11
917778,courier service is very slow,Shipping,Medium,Sad,34
328246,courier service is very slow,Shipping,Medium,Sad,6
626099,courier service is very slow,Shipping,Medium,Sad,2
409028,courier service is very slow,Shipping,Medium,Sad,2
165195,courier service is very slow,Shipping,Medium,Sad,26
336792,courier service is very slow,Shipping,Medium,Sad,41
370263,courier service is very slow,Shipping,Medium,Sad,29
733123,courier service is very slow,Shipping,Medium,Sad,33
919610,courier service is very slow,Shipping,Medium,Sad,23
197156,courier service is very slow,Shipping,Medium,Sad,13
841640,courier service is very slow,Shipping,Medium,Sad,42
763553,courier service is very slow,Shipping,Medium,Sad,6
389704,courier service is very slow,Shipping,Medium,Sad,14
972422,courier service is very slow,Shipping,Medium,Sad,17
478214,courier service is very slow,Shipping,Medium,Sad,22
749435,courier service is very slow,Shipping,Medium,Sad,2
197250,courier service is very slow,Shipping,Medium,Sad,40
861114,courier service is very slow,Shipping,Medium,Sad,33
578340,courier service is very slow,Shipping,Medium,Sad,34
151608,courier service is very slow,Shipping,Medium,Sad,25
119097,courier service is very slow,Shipping,Medium,Sad,29
251595,courier service is very slow,Shipping,Medium,Sad,8
586744,courier service is very slow,Shipping,Medium,Sad,42
941317,courier service is very slow,Shipping,Medium,Sad,36
190378,courier service is very slow,Shipping,Medium,Sad,44
607983,courier service is very slow,Shipping,Medium,Sad,28
844515,courier service is very slow,Shipping,Medium,Sad,22
643165,courier service is very slow,Shipping,Medium,Sad,25
769226,courier service is very slow,Shipping,Medium,Sad,14
647596,courier service is very slow,Shipping,Medium,Sad,5
698623,courier service is very slow,Shipping,Medium,Sad,16
894178,courier service is very slow,Shipping,Medium,Sad,13
246820,courier service is very slow,Shipping,Medium,Sad,32
266241,courier service is very slow,Shipping,Medium,Sad,17
327714,courier service is very slow,Shipping,Medium,Sad,23
780980,courier service is very slow,Shipping,Medium,Sad,2
456230,courier service is very slow,Shipping,Medium,Sad,17
758810,courier service is very slow,Shipping,Medium,Sad,31
539447,courier service is very slow,Shipping,Medium,Sad,26
800648,courier service is very slow,Shipping,Medium,Sad,21
751705,courier service is very slow,Shipping,Medium,Sad,46
576849,courier service is very slow,Shipping,Medium,Sad,42
658668,courier service is very slow,Shipping,Medium,Sad,39
614037,courier service is very slow,Shipping,Medium,Sad,38
624545,courier service is very slow,Shipping,Medium,Sad,1
675819,courier service is very slow,Shipping,Medium,Sad,3
516874,courier service is very slow,Shipping,Medium,Sad,18
820647,courier service is very slow,Shipping,Medium,Sad,43
960365,courier service is very slow,Shipping,Medium,Sad,2
172136,courier service is very slow,Shipping,Medium,Sad,27
631805,courier service is very slow,Shipping,Medium,Sad,13
607773,courier service is very slow,Shipping,Medium,Sad,28
495820,courier service is very slow,Shipping,Medium,Sad,7
308016,courier service is very slow,Shipping,Medium,Sad,7
333131,courier service is very slow,Shipping,Medium,Sad,19
644653,courier service is very slow,Shipping,Medium,Sad,41
234631,courier service is very slow,Shipping,Medium,Sad,20
286242,courier service is very slow,Shipping,Medium,Sad,22
664104,courier service is very slow,Shipping,Medium,Sad,34
952264,courier service is very slow,Shipping,Medium,Sad,18
710314,courier service is very slow,Shipping,Medium,Sad,41
889585,courier service is very slow,Shipping,Medium,Sad,36
491260,courier service is very slow,Shipping,Medium,Sad,5
379204,courier service is very slow,Shipping,Medium,Sad,10
230705,courier service is very slow,Shipping,Medium,Sad,38
192545,courier service is very slow,Shipping,Medium,Sad,13
801479,courier service is very slow,Shipping,Medium,Sad,15
931888,courier service is very slow,Shipping,Medium,Sad,42
712713,courier service is very slow,Shipping,Medium,Sad,3
773647,courier service is very slow,Shipping,Medium,Sad,25
410651,courier service is very slow,Shipping,Medium,Sad,3
367242,courier service is very slow,Shipping,Medium,Sad,45
546069,courier service is very slow,Shipping,Medium,Sad,36
325070,courier service is very slow,Shipping,Medium,Sad,23
877774,courier service is very slow,Shipping,Medium,Sad,25
810037,courier service is very slow,Shipping,Medium,Sad,8
702660,courier service is very slow,Shipping,Medium,Sad,19
177466,courier service is very slow,Shipping,Medium,Sad,10
292147,courier service is very slow,Shipping,Medium,Sad,13
709940,courier service is very slow,Shipping,Medium,Sad,31
207241,courier service is very slow,Shipping,Medium,Sad,19
499715,courier service is very slow,Shipping,Medium,Sad,7
905959,courier service is very slow,Shipping,Medium,Sad,16
400127,courier service is very slow,Shipping,Medium,Sad,45
961503,courier service is very slow,Shipping,Medium,Sad,36
148216,courier service is very slow,Shipping,Medium,Sad,28
980871,courier service is very slow,Shipping,Medium,Sad,7
679411,courier service is very slow,Shipping,Medium,Sad,23
164780,courier service is very slow,Shipping,Medium,Sad,14
296375,courier service is very slow,Shipping,Medium,Sad,31
735577,courier service is very slow,Shipping,Medium,Sad,43
309323,courier service is very slow,Shipping,Medium,Sad,8
415893,courier service is very slow,Shipping,Medium,Sad,24
162781,courier service is very slow,Shipping,Medium,Sad,11
802141,courier service is very slow,Shipping,Medium,Sad,37
758867,courier service is very slow,Shipping,Medium,Sad,3
500021,courier service is very slow,Shipping,Medium,Sad,8
415549,courier service is very slow,Shipping,Medium,Sad,48
193122,courier service is very slow,Shipping,Medium,Sad,10
361870,courier service is very slow,Shipping,Medium,Sad,30
152297,courier service is very slow,Shipping,Medium,Sad,42
370052,courier service is very slow,Shipping,Medium,Sad,23
652354,courier service is very slow,Shipping,Medium,Sad,27
580394,courier service is very slow,Shipping,Medium,Sad,31
512190,courier service is very slow,Shipping,Medium,Sad,8
335355,courier service is very slow,Shipping,Medium,Sad,42
647409,courier service is very slow,Shipping,Medium,Sad,36
377319,courier service is very slow,Shipping,Medium,Sad,7
132483,courier service is very slow,Shipping,Medium,Sad,13
421608,courier service is very slow,Shipping,Medium,Sad,3
133546,courier service is very slow,Shipping,Medium,Sad,18
111423,courier service is very slow,Shipping,Medium,Sad,34
700085,courier service is very slow,Shipping,Medium,Sad,44
349982,courier service is very slow,Shipping,Medium,Sad,25
102170,courier service is very slow,Shipping,Medium,Sad,23
218755,courier service is very slow,Shipping,Medium,Sad,28
109308,courier service is very slow,Shipping,Medium,Sad,47
372978,courier service is very slow,Shipping,Medium,Sad,19
299286,courier service is very slow,Shipping,Medium,Sad,38
215825,courier service is very slow,Shipping,Medium,Sad,45
158566,courier service is very slow,Shipping,Medium,Sad,20
739004,courier service is very slow,Shipping,Medium,Sad,2
641372,courier service is very slow,Shipping,Medium,Sad,19
220751,courier service is very slow,Shipping,Medium,Sad,46
962989,courier service is very slow,Shipping,Medium,Sad,2
399544,courier service is very slow,Shipping,Medium,Sad,2
966374,courier service is very slow,Shipping,Medium,Sad,32
484357,courier service is very slow,Shipping,Medium,Sad,43
667253,courier service is very slow,Shipping,Medium,Sad,43
241239,courier service is very slow,Shipping,Medium,Sad,9
673334,courier service is very slow,Shipping,Medium,Sad,13
704338,courier service is very slow,Shipping,Medium,Sad,28
336989,courier service is very slow,Shipping,Medium,Sad,36
672202,courier service is very slow,Shipping,Medium,Sad,3
322326,courier service is very slow,Shipping,Medium,Sad,21
602575,courier service is very slow,Shipping,Medium,Sad,1
622809,courier service is very slow,Shipping,Medium,Sad,36
204278,courier service is very slow,Shipping,Medium,Sad,19
542589,courier service is very slow,Shipping,Medium,Sad,40
468132,courier service is very slow,Shipping,Medium,Sad,4
318674,courier service is very slow,Shipping,Medium,Sad,39
833078,courier service is very slow,Shipping,Medium,Sad,23
925377,courier service is very slow,Shipping,Medium,Sad,37
318239,courier service is very slow,Shipping,Medium,Sad,3
627098,courier service is very slow,Shipping,Medium,Sad,22
187113,courier service is very slow,Shipping,Medium,Sad,5
699424,courier service is very slow,Shipping,Medium,Sad,19
238171,courier service is very slow,Shipping,Medium,Sad,45
939977,courier service is very slow,Shipping,Medium,Sad,16
679705,courier service is very slow,Shipping,Medium,Sad,21
650298,courier service is very slow,Shipping,Medium,Sad,15
112079,courier service is very slow,Shipping,Medium,Sad,46
348137,courier service is very slow,Shipping,Medium,Sad,42
121156,courier service is very slow,Shipping,Medium,Sad,12
473311,courier service is very slow,Shipping,Medium,Sad,3
816689,courier service is very slow,Shipping,Medium,Sad,24
336957,courier service is very slow,Shipping,Medium,Sad,17
149869,courier service is very slow,Shipping,Medium,Sad,25
180703,courier service is very slow,Shipping,Medium,Sad,37
165921,courier service is very slow,Shipping,Medium,Sad,12
932394,courier service is very slow,Shipping,Medium,Sad,21
996790,courier service is very slow,Shipping,Medium,Sad,26
497417,courier service is very slow,Shipping,Medium,Sad,41
143964,courier service is very slow,Shipping,Medium,Sad,33
181654,courier service is very slow,Shipping,Medium,Sad,25
149634,courier service is very slow,Shipping,Medium,Sad,44
677984,courier service is very slow,Shipping,Medium,Sad,46
476395,courier service is very slow,Shipping,Medium,Sad,47
774854,courier service is very slow,Shipping,Medium,Sad,27
604363,courier service is very slow,Shipping,Medium,Sad,18
703964,courier service is very slow,Shipping,Medium,Sad,34
890347,courier service is very slow,Shipping,Medium,Sad,12
467673,courier service is very slow,Shipping,Medium,Sad,6
609396,courier service is very slow,Shipping,Medium,Sad,33
589076,courier service is very slow,Shipping,Medium,Sad,13
751068,courier service is very slow,Shipping,Medium,Sad,33
727483,courier service is very slow,Shipping,Medium,Sad,41
402373,courier service is very slow,Shipping,Medium,Sad,46
696269,courier service is very slow,Shipping,Medium,Sad,13
379051,courier service is very slow,Shipping,Medium,Sad,30
228211,courier service is very slow,Shipping,Medium,Sad,43
648697,courier service is very slow,Shipping,Medium,Sad,34
468807,courier service is very slow,Shipping,Medium,Sad,21
162283,courier service is very slow,Shipping,Medium,Sad,22
680286,courier service is very slow,Shipping,Medium,Sad,19
811362,courier service is very slow,Shipping,Medium,Sad,27
147290,courier service is very slow,Shipping,Medium,Sad,2
154505,courier service is very slow,Shipping,Medium,Sad,6
502803,courier service is very slow,Shipping,Medium,Sad,42
914800,courier service is very slow,Shipping,Medium,Sad,4
334510,courier service is very slow,Shipping,Medium,Sad,26
217223,courier service is very slow,Shipping,Medium,Sad,18
885930,courier service is very slow,Shipping,Medium,Sad,44
268014,courier service is very slow,Shipping,Medium,Sad,21
292584,courier service is very slow,Shipping,Medium,Sad,4
762798,courier service is very slow,Shipping,Medium,Sad,6
235170,courier service is very slow,Shipping,Medium,Sad,8
918040,courier service is very slow,Shipping,Medium,Sad,28
927356,courier service is very slow,Shipping,Medium,Sad,48
519435,courier service is very slow,Shipping,Medium,Sad,29
787762,courier service is very slow,Shipping,Medium,Sad,47
950269,courier service is very slow,Shipping,Medium,Sad,37
670746,courier service is very slow,Shipping,Medium,Sad,29
751892,courier service is very slow,Shipping,Medium,Sad,25
388801,courier service is very slow,Shipping,Medium,Sad,15
719593,courier service is very slow,Shipping,Medium,Sad,16
100339,courier service is very slow,Shipping,Medium,Sad,23
880770,courier service is very slow,Shipping,Medium,Sad,10
753764,courier service is very slow,Shipping,Medium,Sad,3
885891,courier service is very slow,Shipping,Medium,Sad,13
195317,courier service is very slow,Shipping,Medium,Sad,23
395011,courier service is very slow,Shipping,Medium,Sad,8
842471,courier service is very slow,Shipping,Medium,Sad,24
642108,courier service is very slow,Shipping,Medium,Sad,21
770835,courier service is very slow,Shipping,Medium,Sad,17
744788,courier service is very slow,Shipping,Medium,Sad,27
562188,courier service is very slow,Shipping,Medium,Sad,15
879383,courier service is very slow,Shipping,Medium,Sad,45
590969,courier service is very slow,Shipping,Medium,Sad,26
757195,courier service is very slow,Shipping,Medium,Sad,33
244182,courier service is very slow,Shipping,Medium,Sad,34
368399,courier service is very slow,Shipping,Medium,Sad,42
286557,courier service is very slow,Shipping,Medium,Sad,6
675981,courier service is very slow,Shipping,Medium,Sad,2
620073,courier service is very slow,Shipping,Medium,Sad,11
749795,courier service is very slow,Shipping,Medium,Sad,14
624659,courier service is very slow,Shipping,Medium,Sad,39
661993,courier service is very slow,Shipping,Medium,Sad,20
992256,courier service is very slow,Shipping,Medium,Sad,7
481915,courier service is very slow,Shipping,Medium,Sad,20
445521,courier service is very slow,Shipping,Medium,Sad,27
213842,courier service is very slow,Shipping,Medium,Sad,28
933514,courier service is very slow,Shipping,Medium,Sad,23
288417,courier service is very slow,Shipping,Medium,Sad,4
546844,courier service is very slow,Shipping,Medium,Sad,8
992265,courier service is very slow,Shipping,Medium,Sad,47
177076,courier service is very slow,Shipping,Medium,Sad,14
564291,courier service is very slow,Shipping,Medium,Sad,4
362934,courier service is very slow,Shipping,Medium,Sad,42
274127,courier service is very slow,Shipping,Medium,Sad,7
490259,courier service is very slow,Shipping,Medium,Sad,22
957672,courier service is very slow,Shipping,Medium,Sad,26
285788,courier service is very slow,Shipping,Medium,Sad,37
858561,courier service is very slow,Shipping,Medium,Sad,22
416186,courier service is very slow,Shipping,Medium,Sad,41
403740,courier service is very slow,Shipping,Medium,Sad,6
145118,courier service is very slow,Shipping,Medium,Sad,7
491785,courier service is very slow,Shipping,Medium,Sad,25
431512,courier service is very slow,Shipping,Medium,Sad,46
200444,courier service is very slow,Shipping,Medium,Sad,10
614824,courier service is very slow,Shipping,Medium,Sad,14
711967,courier service is very slow,Shipping,Medium,Sad,40
243816,courier service is very slow,Shipping,Medium,Sad,28
256876,courier service is very slow,Shipping,Medium,Sad,13
112248,courier service is very slow,Shipping,Medium,Sad,45
350203,courier service is very slow,Shipping,Medium,Sad,25
507730,courier service is very slow,Shipping,Medium,Sad,17
640652,courier service is very slow,Shipping,Medium,Sad,39
926689,courier service is very slow,Shipping,Medium,Sad,17
683813,courier service is very slow,Shipping,Medium,Sad,21
200973,courier service is very slow,Shipping,Medium,Sad,47
876313,courier service is very slow,Shipping,Medium,Sad,30
300382,courier service is very slow,Shipping,Medium,Sad,6
197659,courier service is very slow,Shipping,Medium,Sad,10
765114,courier service is very slow,Shipping,Medium,Sad,30
575929,courier service is very slow,Shipping,Medium,Sad,11
215166,courier service is very slow,Shipping,Medium,Sad,8
439687,courier service is very slow,Shipping,Medium,Sad,45
603713,courier service is very slow,Shipping,Medium,Sad,21
169948,courier service is very slow,Shipping,Medium,Sad,39
333508,courier service is very slow,Shipping,Medium,Sad,28
872495,courier service is very slow,Shipping,Medium,Sad,21
497157,courier service is very slow,Shipping,Medium,Sad,17
394464,courier service is very slow,Shipping,Medium,Sad,35
932178,courier service is very slow,Shipping,Medium,Sad,6
471380,courier service is very slow,Shipping,Medium,Sad,48
173032,courier service is very slow,Shipping,Medium,Sad,11
374934,courier service is very slow,Shipping,Medium,Sad,29
703813,courier service is very slow,Shipping,Medium,Sad,3
228812,courier service is very slow,Shipping,Medium,Sad,35
885740,courier service is very slow,Shipping,Medium,Sad,31
975583,courier service is very slow,Shipping,Medium,Sad,39
294581,courier service is very slow,Shipping,Medium,Sad,22
439354,courier service is very slow,Shipping,Medium,Sad,14
125213,courier service is very slow,Shipping,Medium,Sad,39
335535,courier service is very slow,Shipping,Medium,Sad,2
400076,courier service is very slow,Shipping,Medium,Sad,12
643125,courier service is very slow,Shipping,Medium,Sad,6
877379,courier service is very slow,Shipping,Medium,Sad,9
880671,courier service is very slow,Shipping,Medium,Sad,43
664477,courier service is very slow,Shipping,Medium,Sad,22
409198,courier service is very slow,Shipping,Medium,Sad,1
149185,courier service is very slow,Shipping,Medium,Sad,40
622504,courier service is very slow,Shipping,Medium,Sad,9
805778,courier service is very slow,Shipping,Medium,Sad,15
600138,courier service is very slow,Shipping,Medium,Sad,31
164083,courier service is very slow,Shipping,Medium,Sad,28
713018,courier service is very slow,Shipping,Medium,Sad,32
940016,courier service is very slow,Shipping,Medium,Sad,34
315406,courier service is very slow,Shipping,Medium,Sad,47
898562,courier service is very slow,Shipping,Medium,Sad,2
907921,courier service is very slow,Shipping,Medium,Sad,2
212237,courier service is very slow,Shipping,Medium,Sad,34
140497,courier service is very slow,Shipping,Medium,Sad,23
905796,courier service is very slow,Shipping,Medium,Sad,31
384036,courier service is very slow,Shipping,Medium,Sad,43
669232,courier service is very slow,Shipping,Medium,Sad,10
448957,courier service is very slow,Shipping,Medium,Sad,10
810075,courier service is very slow,Shipping,Medium,Sad,28
311731,courier service is very slow,Shipping,Medium,Sad,16
939402,courier service is very slow,Shipping,Medium,Sad,29
899714,courier service is very slow,Shipping,Medium,Sad,48
511444,courier service is very slow,Shipping,Medium,Sad,36
128228,courier service is very slow,Shipping,Medium,Sad,36
724614,courier service is very slow,Shipping,Medium,Sad,29
944444,courier service is very slow,Shipping,Medium,Sad,20
128632,courier service is very slow,Shipping,Medium,Sad,27
679592,courier service is very slow,Shipping,Medium,Sad,27
806266,courier service is very slow,Shipping,Medium,Sad,2
105486,courier service is very slow,Shipping,Medium,Sad,34
225012,courier service is very slow,Shipping,Medium,Sad,41
135423,courier service is very slow,Shipping,Medium,Sad,16
251175,courier service is very slow,Shipping,Medium,Sad,32
703646,courier service is very slow,Shipping,Medium,Sad,9
285611,courier service is very slow,Shipping,Medium,Sad,30
355064,courier service is very slow,Shipping,Medium,Sad,10
312222,courier service is very slow,Shipping,Medium,Sad,5
653319,courier service is very slow,Shipping,Medium,Sad,15
317632,courier service is very slow,Shipping,Medium,Sad,40
331604,courier service is very slow,Shipping,Medium,Sad,31
775760,courier service is very slow,Shipping,Medium,Sad,38
174875,courier service is very slow,Shipping,Medium,Sad,17
113626,courier service is very slow,Shipping,Medium,Sad,40
743167,courier service is very slow,Shipping,Medium,Sad,29
801295,courier service is very slow,Shipping,Medium,Sad,21
395289,courier service is very slow,Shipping,Medium,Sad,19
702070,courier service is very slow,Shipping,Medium,Sad,4
449069,courier service is very slow,Shipping,Medium,Sad,31
202459,courier service is very slow,Shipping,Medium,Sad,24
785848,courier service is very slow,Shipping,Medium,Sad,34
374276,courier service is very slow,Shipping,Medium,Sad,5
354544,courier service is very slow,Shipping,Medium,Sad,12
457116,courier service is very slow,Shipping,Medium,Sad,22
429645,courier service is very slow,Shipping,Medium,Sad,19
324675,courier service is very slow,Shipping,Medium,Sad,48
284234,courier service is very slow,Shipping,Medium,Sad,17
191205,courier service is very slow,Shipping,Medium,Sad,9
394229,courier service is very slow,Shipping,Medium,Sad,34
750320,courier service is very slow,Shipping,Medium,Sad,31
670694,courier service is very slow,Shipping,Medium,Sad,12
740980,courier service is very slow,Shipping,Medium,Sad,2
955935,courier service is very slow,Shipping,Medium,Sad,47
670765,courier service is very slow,Shipping,Medium,Sad,7
323328,courier service is very slow,Shipping,Medium,Sad,19
122358,courier service is very slow,Shipping,Medium,Sad,28
786871,courier service is very slow,Shipping,Medium,Sad,30
460896,courier service is very slow,Shipping,Medium,Sad,30
395739,courier service is very slow,Shipping,Medium,Sad,42
518474,courier service is very slow,Shipping,Medium,Sad,25
300408,courier service is very slow,Shipping,Medium,Sad,32
815894,courier service is very slow,Shipping,Medium,Sad,15
311135,courier service is very slow,Shipping,Medium,Sad,1
711491,courier service is very slow,Shipping,Medium,Sad,47
107768,courier service is very slow,Shipping,Medium,Sad,11
614795,courier service is very slow,Shipping,Medium,Sad,30
565300,courier service is very slow,Shipping,Medium,Sad,20
407366,courier service is very slow,Shipping,Medium,Sad,23
639988,courier service is very slow,Shipping,Medium,Sad,5
868218,courier service is very slow,Shipping,Medium,Sad,47
205718,courier service is very slow,Shipping,Medium,Sad,20
883978,courier service is very slow,Shipping,Medium,Sad,12
203987,courier service is very slow,Shipping,Medium,Sad,8
